category,favourite,audio_name,dua_transliteration,english_translation,dua_id,dua_title,dua_arabic,additional_info,counter,reference,urdu_translation,id
Forgiveness,no,dua_105,"allaahumma lakal-hamdu anta qayyemus-samaawaati wal-ard wa man feehinna, wa lakal-hamd laka mulkus-samawaati wal ardi wa man feehinn wala kal hamdu anta noorus-samawaati walard wa lakal-hamdu, antal-haqq wa wa‛dukal-haqq wa liqaa’uka-haqq wa qawlukal-haqqu  wal-jannatu haqquwan-naaru haqq, wan-nabiyyoona haqq, wa muhammadun haqq, was-saa‛atu haqq, allaahumma laka aslamt wabika aamantu wa ‛alayka tawakkalt wa ilayka anabtu, wabika khaasamtu wa ilayka haakamtu, faghfir lee maa qaddamtu, wa maa akh-khartu, wa maa asrartu, wa maa a‛lant, ’antal-muqaddimu wa antal-mu’akh-khir, laa ilaaha illaa ant","O Allah, to You belongs all praise, You are the Light of the heavens and the Earth and all that is within them. To You belongs all praise, You are the Sustainer of the heavens and the Earth and all that is within them. To You belongs all praise, You are the Lord of the heavens and the Earth and all that is within them. To You belongs all praise and the kingdom of the heavens and the Earth and all that is within them. To You belongs all praise, You are the King of the heavens and the Earth. And to You belongs all praise. You are The Truth, Your promise is true, your Word is true, and the Day when we will encounter You is true, the Garden of Paradise is true and the Fire is true, and the Prophets are true, Muhammad (peace and blessings of Allah be upon him) is true and the Final Hour is true. O Allah, unto You I have submitted, and upon You I have relied, and in You I have believed, and to You I have turned in repentance, and over You I have disputed [with others], and to You I have turned for judgment. So forgive me for what has come to pass of my sins and what will come to pass, and what I have hidden and what I have made public. You are Al-Muqaddim and Al-Mu-akhkhir. None has the right to be worshipped except You, You are my deity, none has the right to be worshipped except You",105,"Dua after the opening takbeer in prayer","ٱللَّهُمَّ لَكَ الْحَمْدُ أَنْتَ قَيِّمُ السَّمَوَاتِ وَالأَرْضِ وَمَنْ فِيهِنَّ وَلَكَ الْحَمْدُ، لَكَ مُلْكُ السَّمَوَاتِ وَالأَرْضِ وَمَنْ فِيهِنَّ، وَلَكَ الْحَمْدُ أَنْتَ نُورُ السَّمَوَاتِ وَالأَرْضِ، وَلَكَ الْحَمْدُ أَنْتَ الْحَقُّ، وَوَعْدُكَ الْحَقُّ، وَلِقَاؤُكَ حَقٌّ، وَقَوْلُكَ حَقٌّ، وَالْجَنَّةُ حَقٌّ، وَالنَّارُ حَقٌّ، وَالنَّبِيُّونَ حَقٌّ، وَمُحَمَّدٌ صلى الله عليه وسلم حَقٌّ، وَالسَّاعَةُ حَقٌّ، اللَّهُمَّ لَكَ أَسْلَمْتُ، وَبِكَ آمَنْتُ وَعَلَيْكَ تَوَكَّلْتُ، وَإِلَيْكَ أَنَبْتُ، وَبِكَ خَاصَمْتُ، وَإِلَيْكَ حَاكَمْتُ، فَاغْفِرْ لِي مَا قَدَّمْتُ وَمَا أَخَّرْتُ، وَمَا أَسْرَرْتُ وَمَا أَعْلَنْتُ، أَنْتَ الْمُقَدِّمُ وَأَنْتَ الْمُؤَخِّرُ، لاَ إِلَهَ إِلاَّ أَنْتَ","Narrated Ibn `Abbas: When the Prophet (May peace be upon him) got up at night to offer the Tahajjud prayer, he used to say: Allahumma lakal-hamd. Anta qaiyyimus-samawati wal-ard wa man fihinna. Walakal-hamd, Laka mulkus-samawati wal-ard wa man fihinna. Walakal-hamd, anta nurus-samawati wal-ard. Wa lakal-hamd, anta-l-haq wa wa'duka-lhaq, wa liqa'uka Haq, wa qauluka Haq, wal-jannatu Han wan-naru Haq wannabiyuna Haq. Wa Muhammadun, sallal-lahu'alaihi wasallam, Haq, was-sa'atu Haq. Allahumma aslamtu Laka wabika amantu, wa 'Alaika tawakkaltu, wa ilaika anabtu wa bika khasamtu, wa ilaika hakamtu faghfir li ma qaddamtu wama akh-khartu wama as-rartu wama'a lantu, anta-l-muqaddim wa anta-l-mu akh-khir, la ilaha illa anta (or la ilaha ghairuka). (O Allah! All the praises are for you, You are the Holder of the Heavens and the Earth, And whatever is in them. All the praises are for You; You have the possession of the Heavens and the Earth And whatever is in them. All the praises are for You; You are the Light of the Heavens and the Earth And all the praises are for You; You are the King of the Heavens and the Earth; And all the praises are for You; You are the Truth and Your Promise is the truth, And to meet You is true, Your Word is the truth And Paradise is true And Hell is true And all the Prophets (Peace be upon them) are true; And Muhammad is true, And the Day of Resurrection is true. O Allah ! I surrender (my will) to You; I believe in You and depend on You. And repent to You, And with Your help I argue (with my opponents, the non-believers) And I take You as a judge (to judge between us). Please forgive me my previous And future sins; And whatever I concealed or revealed And You are the One who make (some people) forward And (some) backward. There is none to be worshipped but you . Sufyan said that `Abdul Karim Abu Umaiya added to the above, 'Wala haula Wala quwata illa billah' (There is neither might nor power except with Allah)",0,"""Sahih al-Bukhari 1120, In-book reference : Book 19, Hadith 1, USC-MSA web (English) reference : Vol. 2, Book 21, Hadith 221""","اے میرے اللہ ! ہر طرح کی تعریف تیرے ہی لیے زیبا ہے ، تو آسمان اور زمین اور ان میں رہنے والی تمام مخلوق کا سنبھالنے والا ہے اور حمد تمام کی تمام بس تیرے ہی لیے مناسب ہے آسمان اور زمین اور ان کی تمام مخلوقات پر حکومت صرف تیرے ہی لیے ہے اور تعریف تیرے ہی لیے ہے ، تو آسمان اور زمین کا نور ہے اور تعریف تیرے ہی لیے زیبا ہے ، تو سچا ہے ، تیرا وعدہ سچا ، تیری ملاقات سچی ، تیرا فرمان سچا ہے ، جنت سچ ہے ، دوزخ سچ ہے ، انبیاء سچے ہیں ۔ محمد صلی اللہ علیہ وسلم سچے ہیں اور قیامت کا ہونا سچ ہے ۔ اے میرے اللہ ! میں تیرا ہی فرماں بردار ہوں اور تجھی پر ایمان رکھتا ہوں ، تجھی پر بھروسہ ہے ، تیری ہی طرف رجوع کرتا ہوں ، تیرے ہی عطا کئے ہوئے دلائل کے ذریعہ بحث کرتا ہوں اور تجھی کو حکم بناتا ہوں ۔ پس جو خطائیں مجھ سے پہلے ہوئیں اور جو بعد میں ہوں گی ان سب کی مغفرت فرما ، خواہ وہ ظاہر ہوئی ہوں یا پوشیدہ ۔ آگے کرنے والا اور پیچھے رکھنے والا تو ہی ہے ۔ معبود صرف تو ہی ہے",89
Forgiveness,no,dua_106,"allahumm-aghfir li [mention the person's name] warfa‛ darajatahu fil-mahdiyyiyn, wakhlufhu fee ‛aqibihi fil-ghaabireen, waghfir lanaa wa lahu yaa rabbal-‛aalameen, wafsah lahu fee qabrihi wa nawwir lahu feeh","O Allah, forgive – [so-and-so] - and raise his rank among the rightly guided, and be a successor to whom he has left behind, and forgive us and him O Lord of the worlds. Make spacious his grave and illuminate it for him",106,"Dua when closing the eyes of the deceased","ٱللَّهُمَّ اغْفِرْ لِ [mention the person's name] وَارْفَعْ دَرَجَتَهُ فِي الْمَهْدِيِّينَ ، وَاخْلُفْهُ فِي عَقِبِهِ فِي الْغَابِرِينَ ، وَاغْفِرْ لَنَا وَلَهُ يَا رَبَّ الْعَالَمِينَ ، وَافْسَحْ لَهُ فِي قَبْرِهِ وَنَوِّرْ لَهُ فِيهِ","Umm Salama reported: The Messenger of Allah (may peace be upon came to Abu Salama (as he died). His eyes were fixedly open. He closed them, and then said: When the soul is taken away the sight follows it. Some of the people of his family wept and wailed. So he said: Do not supplicate for yourselves anything but good, for angels say"" Amen"" to what you say. He then said: O Allah, forgive Abu Salama, raise his degree among those who are rightly guided, grant him a successor in his descendants who remain. Forgive us and him, O Lord of the Universe, and make his grave spacious, and grant him light in it.",0,"Reference : Sahih Muslim 920 a, In-book reference : Book 11, Hadith 8, USC-MSA web (English) reference : Book 4, Hadith 2003","اے اللہ (مرنے والے کا نام) کو معاف فرما اور ہدایت یافتہ لوگوں میں اس کا درجہ بلند فرما اور باقی لوگوں میں سے اس کا جانشین مقرر فرما۔ یا رب العامین ہمیں اوراس کو بخش دے اور اس کی قبر میں اس کے ئے کشادگی فرما اور اس میں اس کے لیے روشنی فرما۔",90
Forgiveness,no,dua_107,"rabbigh-fir lee, wa tub ‛alayy, innaka antat-tawwaab-ul-raheem","O my Lord, forgive me and turn towards me (to accept my repentance). Verily, You are The Oft Acceptor of repentance, The Oft-Forgiving",107,"Dua during a gathering","رَبِّ اغْفِرْ لِي وَتُبْ عَلَىَّ إِنَّكَ أَنْتَ التَّوَّابُ الرَّحِيمُ","Narrated Abdullah ibn Umar: We counted that the Messenger of Allah (May peace be upon him) would say a hundred times during a meeting: ""My Lord, forgive me and pardon me; Thou art the Pardoning and forgiving One""",0,"""Sunan Abi Dawud 1516, In-book reference : Book 8, Hadith 101, English translation : Book 8, Hadith 1511""","اے میرے رب ! مجھے بخش دے ، میری توبہ قبول کر ، تو ہی توبہ قبول کرنے والا اور رحم فرمانے والا ہے",91
Forgiveness,no,dua_108,"Rabigh-fir lee khatee’a-tee wa jah-lee, wa israafee fee amree kullih, wa maa anta a‛lamu bi-hi min-nee. Allaahum-magh-fir lee khataayaaya wa amdee wa jah-lee wa haz-lee wa kul-lu zaali-ka ‘indee al-laahum-magh-fir lee maa qaddamtu wa maa akh-khart, wa maa asrartu wa maa a‛lant antal-muqad-dim wa antal-mu’akh-khir, wa ’anta ‘laa kul-li shai'in qadeer","O Allah, forgive my sins, my mistakes, my excessiveness in my affairs, and that which You know better than myself. O Allah, grant me forgiveness [of the faults which I committed] in earnest or jestingly, and which I committed inadvertently or deliberately; and indeed, all of these [failings] are in me. O Allah, forgive me for [sins] I committed beforehand as well as those which I have recently committed, and those I have committed in secret as well as those I have committed in public, and those which You know better than myself, You are Al-Muqaddim (the Expediter) and Al-Muakh-khir (the Delayer), and You are able to do all things",108,"Dua and remembrance to be said at any time","رَبِّ اغْفِرْ لِي خَطِيئَتِي وَجَهْلِي وَإِسْرَافِي فِي أَمْرِي كُلِّهِ، وَمَا أَنْتَ أَعْلَمُ بِهِ مِنِّي، اَللّٰهُمَّ اغْفِرْ لِي خَطَايَاىَ وَعَمْدِي وَجَهْلِي وَهَزْلِي، وَكُلُّ ذَلِكَ عِنْدِي، اللَّهُمَّ اغْفِرْ لِي مَا قَدَّمْتُ وَمَا أَخَّرْتُ وَمَا أَسْرَرْتُ وَمَا أَعْلَنْتُ، أَنْتَ الْمُقَدِّمُ، وَأَنْتَ الْمُؤَخِّرُ، وَأَنْتَ عَلَى كُلِّ شَىْءٍ قَدِيرٌ","Narrated Abu Musa: The Prophet (May peace be upon him) used to invoke Allah with the following invocation: 'Rabbi-ghfir-li Khati 'ati wa jahli wa israfi fi `Amri kullihi, wa ma anta a'lamu bihi minni. Allahumma ighfirli khatayaya wa 'amdi, wa jahli wa jiddi, wa kullu dhalika'indi. Allahumma ighrifli ma qaddamtu wa ma akhartu wa ma asrartu wa ma a'lantu. Anta-l-muqaddimu wa anta-l-mu'akh-khiru, wa anta 'ala kulli shai'in qadir.'",0,"""Sahih al-Bukhari 6398, In-book reference : Book 80, Hadith 93, USC-MSA web (English) reference : Vol. 8, Book 75, Hadith 407""","میرے رب ! میری خطا ، میری نادانی اور تمام معاملات میں میرے حدسے تجاوز کرنے میں میری مغفرت فرما اور وہ گناہ بھی جن کو تو مجھ سے زیادہ جاننے والا ہے ۔ اے اللہ ! میری مغفرت کر ، میری خطاؤں میں ، میرے بالا ارادہ اور بلا ارادہ کاموں میں اور میرے ہنسی مزاح کے کاموں میں اور یہ سب میری ہی طرف سے ہیں ۔ اے اللہ ! میری مغفرت کر ان کاموں میں جو میں کر چکا ہوں اور انہیں جو کروں گا اور جنہیں میں نے چھپایا اور جنہیں میں نے ظاہر کیا ہے ، تو سب سے پہلے ہے اور تو ہی سب سے بعد میں ہے اور تو ہر چیز پر قدرت رکھنے والا ہے",92
Random,no,dua_109,"Allaahummak-finee bihalaalika 'an haraamika wa 'aghninee bifadhlika 'amman siwaaka","O Allah, suffice me with what You have allowed instead of what You have forbidden , and make me independent of all others besides You",109,"For setting of debt","ٱللَّهُمَّ اكْفِنِي بِحَلالِكَ عَنْ حَرَامِكَ ، وَأَغْنِنِي بِفَضْلِكَ عَمَّنْ سِوَاكَ","""Ali [may Allah be pleased with him] narrated:
that a Mukatib came to him and said: “Indeed I am not capable of my Kitabah so aid me.” He said: “Should I not teach you words that the Messenger of Allah (May peace be upon him) taught me? If you had a debt upon you similar to the mountain of Sir, Allah would fulfill it for you. He said: ‘Say: O Allah, suffice me with Your lawful against Your prohibited, and make me independent of all those besides You """,0,"""Jami` at-Tirmidhi 3563
In-book reference : Book 48, Hadith 194
English translation : Vol. 6, Book 46, Hadith 3563""","اے اللہ مجھے حلال مال دے کر حرام سے باز رکھ اور مجھے اپنے فضل سے اپنے علاوہ دوسروں سے بے نیاز کر دے۔",130
Protection,no,dua_110,"A'oothu Billaahi Minash-Shaytaanir-Rajeem [Wat- ful Alaa Yasaarik (3)]","I seek refuge in Allah from Satan the outcast (then spit to your left). (Do this three times reciting in Arabic.)",110,"Against Distractions of Satan","أَعُوذُ بِاللهِ مِنَ الشَّيْطَانِ الرَّجِيمِ (وَاتْفِلْ عَلَى يَسَارِكَ ثَلاَثًا)",na,0,"Sahih Muslim 2203 a , In-book reference : Book 39, Hadith 92 , (English) reference : Book 26, Hadith 5463","میں شیطان مردود سے اللہ کی پناہ مانگتا ہوں (پھر اپنے بائیں طرف تھوکیں). (اس عمل کو تین بار کریں)",120
Fasting,no,dua_111,"Aftara ‛Indakum-us-Saa’imoona wa Akala ta‛Aamakum-ul-Abraaru, wa Sallat ‛Alaykum-ul-Malaa’Ikah","May the fasting (people) break their fast in your home, and may the dutiful and pious eat your food, and may the angels send prayers upon you.",111,"Family that invites for breaking fast","أَفْطَرَ عِنْدَكُمُ الصَّائِمُونَ وَأَكَلَ طَعَامَكُمُ الأَبْرَارُ ، وَصَلَّتْ عَلَيْكُمُ الْمَلائِكَةُ",na,0,"""Sunan Abi Dawud 3854
In-book reference: Book 28, Hadith 119
English reference: Book 27, Hadith 3845""","تمہارے پاس روزہ دار افطار کریں اور تمہارا کھانا نیک لوگ کھائیں اور فرشتے تم پر رحمت بھیجیں۔",79
Fasting,no,dua_112,"Innee Saa’im, Innee Saa’im","I am fasting, I am fasting.",112,"Declining a food offer when you are with fast","إِنِّي صَائِمٌ ، إِنِّي صَائِمٌ",na,0,"""Sahih Muslim 1151 a
In-book reference: Book 13, Hadith 209
English reference: Book 6, Hadith 2563""","میں روزے سے ہوں، میں روزے سے ہوں.",80
"Hajj &Umrah",no,dua_113,"innas-safaa wal-marwata min sha‛aa’ir-illaah ’abda’u bi maa bada’-allaahu bih allaahu akbar, allaahu akbar, allaahu akbar laa ilaaha ill-allaahu wahdahu laa shareeka lah, lahul-mulku wa lahul-hamdu wa huwa ‛alaa kulli shay’in qadeer, laa ilaaha ill-allaahu wahdahu, anjaza wa‛dahu, wa nasara ‛abdahu, wa hazam-al-’ahzaaba wahdah ","""“Indeed Al-Safa and Al-Marwah are from the places of worship of Allah…”

“I begin with what Allah began with.”
“Allah is the greatest, Allah is the greatest, Allah is the greatest.” “None has the right to be worshipped except Allah, alone, without partner. To Him belongs all sovereignty and praise and He is over all things omnipotent. None has the right to be worshipped except Allah alone. He fulfilled His promise, aided His slave and single-handedly defeated the allies.”""",113,"Dua at Mount Safa and Mount Marwah","إِنَّ الصَّفَا وَالْمَرْوَةَ مِنْ شَعَائِرِ اللهِ أَبْدَأُ بِمَا بَدَأَ اللهُ بِهِ اللهُ أَكْبَرُ ، اللهُ أَكْبَرُ ، اللهُ أَكْبَرُ لَا إِلَهَ إِلَّا اللهُ وَحْدَهُ لَا شَرِيكَ لَهُ ، لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ وَهُوَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ ، لَا إِلَهَ إِلَّا اللهُ وَحْدَهُ ، أَنْجَزَ وَعْدَهُ ، وَنَصَرَ عَبْدَهُ ، وَهَزَمَ الأَحْزَابَ وَحْدَهُ","""Ja'far b Muhammad reported on the authority of his father:
We went to Jabir b. Abdullah and he began inquiring about the people (who had gone to see him) till it was my turn. I said: I am Muhammad b. 'Ali b. Husain. He placed his hand upon my head and opened my upper button and then the lower one and then placed his palm on my chest (in order to bless me), and I was, during those days, a young boy, and he said: You are welcome, my nephew. Ask whatever you want to ask. And I asked him but as he was blind (he could not respond to me immediately), and the time for prayer came. He stood up covering himself in his mantle. And whenever he placed its ends upon his shoulders they slipped down on account of being short (in size). Another mantle was, however, lying on the clothes rack near by. And he led us in the prayer. I said to him: Tell me about the Hajj of Allah's Messenger (May peace be upon him). And he pointed with his hand nine, and then stated: The Messenger of Allah (May peace be upon him) stayed in (Medina) for nine years but did not perform Hajj, then he made a public announcement in the tenth year to the effect that Allah's Messenger  (May peace be upon him) was about to perform the Hajj. A large number of persons came to Medina and all of them were anxious to follow the Messenger of Allah (May peace be upon him) and do according to his doing. We set out with him till we reached Dhu'l-Hulaifa. Asma' daughter of Umais gave birth to Muhammad b. Abu Bakr. She sent message to the Messenger of Allah (May peace be upon him) asking him: What should 1 do? He (the Holy Prophet) said: Take a bath, bandage your private parts and put on Ihram. The Messenger of Allah (May peace be upon him) then prayed in the mosque and then mounted al-Qaswa (his she-camel) and it stood erect with him on its back at al-Baida'. And I saw as far as I could see in front of me but riders and pedestrians, and also on my right and on my left and behind me like this. And the Messenger of Allah (May peace be upon him)was prominent among us and the (revelation) of the Holy Qur'an was descending upon him. And it is he who knows (its true) significance. And whatever he did, we also did that. He pronounced the Oneness of Allah (saying):"""" Labbaik,0 Allah, Labbaik, Labbaik. Thou hast no partner, praise and grace is Thine and the Sovereignty too; Thou hast no partner."""" And the people also pronounced this Talbiya which they pronounce (today). The Messenger of Allah (May peace be upon him) did not reject anything out of it. But the Messenger of Allah (May peace. be upon him) adhered to his own Talbiya. Jabir (Allah be pleased with him) said: We did not have any other intention but that of Hajj only, being unaware of the Umra (at that season), but when we came with him to the House, he touched the pillar and (made seven circuits) running three of them and walking four. And then going to the Station of Ibrahim, he recited:"""" And adopt the Station of Ibrahim as a place of prayer."""" And this Station was between him and the House. My father said (and I do not know whether he had made a mention of it but that was from Allah's Apostle [May peace be upon him] that he recited in two rak'ahs:"""" say: He is Allah One,"""" and say:"""" Say: 0 unbelievers."""" He then returned to the pillar (Hajar Aswad) and kissed it. He then went out of the gate to al-Safa' and as he reached near it he recited:"""" Al-Safa' and al-Marwa are among the signs appointed by Allah,"""" (adding: ) I begin with what Allah (has commanded me) to begin. He first mounted al-Safa' till he saw the House, and facing Qibla he declared the Oneness of Allah and glorified Him, and said:"""" There is no god but Allah, One, there is no partner with Him. His is the Sovereignty. to Him praise is due. and He is Powerful over everything. There is no god but Allah alone, Who fulfilled His promise, helped His servant and routed the confederates alone."""" He then made supplication in the course of that saying such words three times. He then descended and walked towards al-Marwa, and when his feet came down in the bottom of the valley, he ran, and when he began to ascend he walked till he reached al-Marwa. There he did as he had done at al-Safa'. And when it was his last running at al-Marwa he said: If I had known beforehand what I have come to know afterwards, I would not have brought sacrificial animals and would have performed an 'Umra. So, he who among you has not the sacrificial animals with him should put off Ihram and treat it as an Umra.""",0,"""Surah Al Baqarah [2:158]
Reference 1: Sahih Muslim 1218 a
In-book reference: Book 15, Hadith 159
English translation: Book 7, Hadith 2803

""","صفا مروہ اللہ کی نشانیوں میں سے دو نشانیاں ہیں۔ شروع کرتے ہیں ہم سعی کو اس پہاڑ سے جس کا نام پہلے اللہَ نے لیا۔  اللہ سب سے بڑا ہے اللہ سب سے بڑا ہے اللہ سب سے بڑا ہے۔ کوئی معبود نہیں سوائے اللہ کے وہ تنہا ہے اس کا کوئی شریک نہیں اسی کی بادشاہی ہے اور تعریف اسی کو سجتی ہے وہی زندگی دیتا  ہے اور وہی موت دیتا  ہے اور وہ ہر چیز پر پوری قدرت رکھتا ہے کوئی معبود برحق نہیں سوائے اس کے اور وہ اکیلا ہے اس نے اپنا وعدہ پورا کر دکھایا اور اپنے بندے محمد کی مدد کی اور کافروں  کے گروہوں کو شکست سے ہمکنار کیا۔ اور یہ کام تن تنہا کیا۔",103
"Hajj & Umrah",no,dua_114,"laa ilaaha ill-allaahu, wahdahu laa shareeka lah, lahul-mulku wa lahul-hamdu, wa huwa ‛alaa kulli shay’in qadeer","“None has the right to be worshipped except Allah, alone, without partner. To Him belongs sovereignty and all praise and He is over all things omnipotent.”",114,"Dua on the day of Arafa","لَا إِلَهَ إِلَّا اللهُ ، وَحْدَهُ لَا شَرِيكَ لَهُ ، لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ ، وهُوَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ","""Amr bin Shu`aib narrated from his father, from his grandfather, that the Prophet  (May peace be upon him) said:
“The best of supplication is the supplication of the Day of `Arafah. And the best of what I and the Prophets before me have said is: None has the right to be worshipped but Allah, Alone, without partner, to Him belongs all that exists, and to Him belongs the Praise, and He is powerful over all things. (Lā ilāha illallāh, waḥdahu lā sharīka lahu, lahul-mulku wa lahul-ḥamdu, wa huwa `alā kulli shai’in qadīr).’",0,"""Reference 1: Jami` at-Tirmidhi 3585
In-book reference: Book 48, Hadith 216
English translation: Vol. 6, Book 46, Hadith 3585
""","کوئی معبود نہیں سوائے اللہ کے وہ تنہا ہے اس کا کوئی شریک نہیں اسی کی بادشاہی ہے اور تعریف اسی کو سجتی ہے وہی زندگی دیتا ہے اور وہی موت دیتا ہے اور وہ ہر چیز پر پوری قدرت رکھتا ہے.",98
Home,no,dua_116,"Rabbi anzilnee munzalan mubarakan wa anta khairul munzileen","My Lord! Let me land at a blessed landing place, and You are the best to accommodate [us].",116,"Looking for a nice house","رَبِّ أَنْزِلْنِي مُنْزَلًا مُبَارَكًا وَأَنْتَ خَيْرُ الْمُنْزِلِين",na,0,"Al Quran Surah Al Mominun Verse 29","پروردگار، مجھ کو برکت والی جگہ اتار اور تُو بہترین جگہ دینے والا ہے",104
Home,no,dua_119,"Inna fee khalqis samaawaate wal-arze wakh-telaafil layle wan-nahaare la-aayaatil le-oolil albaab (190) Allazeena yazkoroonal laaha qeyaamawn wa qo-o’odawn wa a’laa zonoobehim wa yatafakkaroona fee khalqis samaawaate wal arze, rabbanaa maa khalaqta haazaa baatelaa, subhaanaka faqenaa a’zaaban naar (191) Rabbanaa innaka man tudkhelin naara faqad akhzaytahu, wa maa liz-zaalemeena min ansaar (192) Rabbanaa innanaa same’naa monaadeyayn yonaadee lil-eemaane an aamenoo berabbekum fa-aamannaa, rabbanaa fagh-fir lanaa zonoobanaa wa kaffir a’nnaa sayye-aatenaa wa tawaffanaa ma-a’l abraar (193) Rabbanaa aatenaa maa wa-a’dtanaa a’laa rosoleka wa laa tukhzenaa yawmal qeyaamate, innaka laa tukhleful me-a’ad (194)","Indeed, in the creation of the heavens and the earth and the alternation of the night and the day are signs for those of understanding (190) Who remember Allah while standing or sitting or [lying] on their sides and give thought to the creation of the heavens and the earth, [saying], ""Our Lord, You did not create this aimlessly; exalted are You [above such a thing]; then protect us from the punishment of the Fire (191) Our Lord, indeed whoever You admit to the Fire - You have disgraced him, and for the wrongdoers there are no helpers (192) Our Lord, indeed we have heard a caller calling to faith, [saying], 'Believe in your Lord,' and we have believed. Our Lord, so forgive us our sins and remove from us our misdeeds and cause us to die with the righteous (193) Our Lord, and grant us what You promised us through Your messengers and do not disgrace us on the Day of Resurrection. Indeed, You do not fail in [Your] promise (194)",119,"While Leaving House For Special Work","إِنَّ فِى خَلْقِ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ وَٱخْتِلَٰفِ ٱلَّيْلِ وَٱلنَّهَارِ لَءَايَٰتٍ لِّأُو۟لِى ٱلْأَلْبَٰبِ  ﴿١٩٠﴾   ٱلَّذِينَ يَذْكُرُونَ ٱللَّهَ قِيَٰمًا وَقُعُودًا وَعَلَىٰ جُنُوبِهِمْ وَيَتَفَكَّرُونَ فِى خَلْقِ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ رَبَّنَا مَا خَلَقْتَ هَٰذَا بَٰطِلًا سُبْحَٰنَكَ فَقِنَا عَذَابَ ٱلنَّارِ  ﴿١٩١﴾  رَبَّنَآ إِنَّكَ مَن تُدْخِلِ ٱلنَّارَ فَقَدْ أَخْزَيْتَهُۥ ۖ وَمَا لِلظَّٰلِمِينَ مِنْ أَنصَارٍ  ﴿١٩٢﴾  رَّبَّنَآ إِنَّنَا سَمِعْنَا مُنَادِيًا يُنَادِى لِلْإِيمَٰنِ أَنْ ءَامِنُوا۟ بِرَبِّكُمْ فَـَٔامَنَّا ۚ رَبَّنَا فَٱغْفِرْ لَنَا ذُنُوبَنَا وَكَفِّرْ عَنَّا سَيِّـَٔاتِنَا وَتَوَفَّنَا مَعَ ٱلْأَبْرَارِ ﴿  ١٩٣ ‎﴾ رَبَّنَا وَءَاتِنَا مَا وَعَدتَّنَا عَلَىٰ رُسُلِكَ وَلَا تُخْزِنَا يَوْمَ ٱلْقِيَٰمَةِ ۗ إِنَّكَ لَا تُخْلِفُ ٱلْمِيعَادَ  ﴿١٩٤﴾",na,0,"Surah Al Imran: Verses 190-194","بیشک آسمانوں اور زمین کی تخلیق میں اور شب و روز کی گردش میں عقلِ سلیم والوں کے لئے (اللہ کی قدرت کی) نشانیاں ہیں ﴿١٩٠﴾  یہ وہ لوگ ہیں جو (سراپا نیاز بن کر) کھڑے اور (سراپا ادب بن کر) بیٹھے اور (ہجر میں تڑپتے ہوئے) اپنی کروٹوں پر (بھی) اللہ کو یاد کرتے رہتے ہیں اور آسمانوں اور زمین کی تخلیق (میں کارفرما اس کی عظمت اور حُسن کے جلووں) میں فکر کرتے رہتے ہیں، (پھر اس کی معرفت سے لذت آشنا ہو کر پکار اٹھتے ہیں:) اے ہمارے رب! تو نے یہ (سب کچھ) بے حکمت اور بے تدبیر نہیں بنایا، تو (سب کوتاہیوں اور مجبوریوں سے) پاک ہے پس ہمیں دوزخ کے عذاب سے بچا لے ﴿١٩١﴾ اے ہمارے رب! بیشک تو جسے دوزخ میں ڈال دے تو تُو نے اسے واقعۃً رسوا کر دیا، اور ظالموں کے لئے کوئی مددگار نہیں ہے  ﴿١٩٢﴾ اے ہمارے رب! (ہم تجھے بھولے ہوئے تھے) سو ہم نے ایک ندا دینے والے کو سنا جو ایمان کی ندا دے رہا تھا کہ (لوگو!) اپنے رب پر ایمان لاؤ تو ہم ایمان لے آئے۔ اے ہمارے رب! اب ہمارے گناہ بخش دے اور ہماری خطاؤں کو ہمارے (نوشتۂ اعمال) سے محو فرما دے اور ہمیں نیک لوگوں کی سنگت میں موت دے ﴿١٩٣‎﴾ اے ہمارے رب! اور ہمیں وہ سب کچھ عطا فرما جس کا تو نے ہم سے اپنے رسولوں کے ذریعے وعدہ فرمایا ہے اور ہمیں قیامت کے دن رسوا نہ کر، بیشک تو وعدہ کے خلاف نہیں کرتا ﴿١٩٤﴾",105
Random,no,dua_120,"al-hamdu lillaahil-ladhee bi ni‛matihi tatimmus-saalihaat","Praise be to Allah by whose grace good things are accomplished",120,"Dua upon hearing good news","ٱلْحَمْدُ لِلّٰهِ الَّذِي بِنِعْمَتِهِ تَتِمُّ الصَّالِحَاتُ","""It was narrated that 'Aishah said:
""""When the Messenger of Allah (May peace be upon him) saw something he liked, he would say: 'Al-hamdu lillahil-ladhi bi ni'matihi tatimmus-salihat (Praise is to Allah by Whose grace good deeds are completed).' And if he saw something that he disliked, he would say: 'Al-hamdu lillahi 'ala kulli hal (Praise is to Allah in all circumstances).'",0,"""Reference : Sunan Ibn Majah 3803
In-book reference : Book 33, Hadith 148
English translation : Vol. 5, Book 33, Hadith 3803""","تمام تعریفیں اللہ کے لیے ہیں کہ جس کی ہی توفیق کے ساتھ تمام نیکیاں مکمل ہوتی ہیں۔",131
